date,marche,denree,unite,prix_gnf
2022-08-14,Labe,huile,GNF/L,16697.0
2022-08-21,Labe,huile,GNF/L,16995.0
2022-08-28,Labe,huile,GNF/L,17110.0
2022-09-04,Labe,huile,GNF/L,16607.0
2022-09-11,Labe,huile,GNF/L,17485.0
2022-09-18,Labe,huile,GNF/L,17005.0
2022-09-25,Labe,huile,GNF/L,17184.0
2022-10-02,Labe,huile,GNF/L,17066.0
2022-10-09,Labe,huile,GNF/L,16050.0
2022-10-16,Labe,huile,GNF/L,16190.0
2022-10-23,Labe,huile,GNF/L,16497.0
2022-10-30,Labe,huile,GNF/L,16590.0
2022-11-06,Labe,huile,GNF/L,16306.0
2022-11-13,Labe,huile,GNF/L,16405.0
2022-11-20,Labe,huile,GNF/L,16549.0
2022-11-27,Labe,huile,GNF/L,16408.0
2022-12-04,Labe,huile,GNF/L,16021.0
2022-12-11,Labe,huile,GNF/L,16449.0
2022-12-18,Labe,huile,GNF/L,17074.0
2022-12-25,Labe,huile,GNF/L,16948.0
2023-01-01,Labe,huile,GNF/L,16922.0
2023-01-08,Labe,huile,GNF/L,17260.0
2023-01-15,Labe,huile,GNF/L,17281.0
2023-01-22,Labe,huile,GNF/L,17434.0
2023-01-29,Labe,huile,GNF/L,16805.0
2023-02-05,Labe,huile,GNF/L,15584.0
2023-02-12,Labe,huile,GNF/L,16028.0
2023-02-19,Labe,huile,GNF/L,16115.0
2023-02-26,Labe,huile,GNF/L,16369.0
2023-03-05,Labe,huile,GNF/L,16052.0
2023-03-12,Labe,huile,GNF/L,16535.0
2023-03-19,Labe,huile,GNF/L,16932.0
2023-03-26,Labe,huile,GNF/L,16918.0
2023-04-02,Labe,huile,GNF/L,16620.0
2023-04-09,Labe,huile,GNF/L,16268.0
2023-04-16,Labe,huile,GNF/L,16567.0
2023-04-23,Labe,huile,GNF/L,
2023-04-30,Labe,huile,GNF/L,16957.0
2023-05-07,Labe,huile,GNF/L,16580.0
2023-05-14,Labe,huile,GNF/L,16683.0
2023-05-21,Labe,huile,GNF/L,16808.0
2023-05-28,Labe,huile,GNF/L,16986.0
2023-06-04,Labe,huile,GNF/L,17521.0
2023-06-11,Labe,huile,GNF/L,17523.0
2023-06-18,Labe,huile,GNF/L,17436.0
2023-06-25,Labe,huile,GNF/L,17691.0
2023-07-02,Labe,huile,GNF/L,17976.0
2023-07-09,Labe,huile,GNF/L,17941.0
2023-07-16,Labe,huile,GNF/L,17493.0
2023-07-23,Labe,huile,GNF/L,17433.0
2023-07-30,Labe,huile,GNF/L,17694.0
2023-08-06,Labe,huile,GNF/L,17425.0
2023-08-13,Labe,huile,GNF/L,17178.0
2023-08-20,Labe,huile,GNF/L,
2023-08-27,Labe,huile,GNF/L,17355.0
2023-09-03,Labe,huile,GNF/L,17397.0
2023-09-10,Labe,huile,GNF/L,17515.0
2023-09-17,Labe,huile,GNF/L,17868.0
2023-09-24,Labe,huile,GNF/L,17318.0
2023-10-01,Labe,huile,GNF/L,17705.0
2023-10-08,Labe,huile,GNF/L,16983.0
2023-10-15,Labe,huile,GNF/L,16880.0
2023-10-22,Labe,huile,GNF/L,17416.0
2023-10-29,Labe,huile,GNF/L,17198.0
2023-11-05,Labe,huile,GNF/L,18150.0
2023-11-12,Labe,huile,GNF/L,18829.0
2023-11-19,Labe,huile,GNF/L,17819.0
2023-11-26,Labe,huile,GNF/L,18789.0
2023-12-03,Labe,huile,GNF/L,18292.0
2023-12-10,Labe,huile,GNF/L,17725.0
2023-12-17,Labe,huile,GNF/L,18254.0
2023-12-24,Labe,huile,GNF/L,18408.0
2023-12-31,Labe,huile,GNF/L,17887.0
2024-01-07,Labe,huile,GNF/L,18413.0
2024-01-14,Labe,huile,GNF/L,17941.0
2024-01-21,Labe,huile,GNF/L,18377.0
2024-01-28,Labe,huile,GNF/L,19041.0
2024-02-04,Labe,huile,GNF/L,18497.0
2024-02-11,Labe,huile,GNF/L,18952.0
2024-02-18,Labe,huile,GNF/L,19329.0
2024-02-25,Labe,huile,GNF/L,18853.0
2024-03-03,Labe,huile,GNF/L,18779.0
2024-03-10,Labe,huile,GNF/L,19106.0
2024-03-17,Labe,huile,GNF/L,18896.0
2024-03-24,Labe,huile,GNF/L,18982.0
2024-03-31,Labe,huile,GNF/L,19477.0
2024-04-07,Labe,huile,GNF/L,19829.0
2024-04-14,Labe,huile,GNF/L,20178.0
2024-04-21,Labe,huile,GNF/L,19390.0
2024-04-28,Labe,huile,GNF/L,19801.0
2024-05-05,Labe,huile,GNF/L,18551.0
2024-05-12,Labe,huile,GNF/L,19668.0
2024-05-19,Labe,huile,GNF/L,18792.0
2024-05-26,Labe,huile,GNF/L,19441.0
2024-06-02,Labe,huile,GNF/L,19389.0
2024-06-09,Labe,huile,GNF/L,20120.0
2024-06-16,Labe,huile,GNF/L,19601.0
2024-06-23,Labe,huile,GNF/L,18942.0
2024-06-30,Labe,huile,GNF/L,19542.0
2024-07-07,Labe,huile,GNF/L,20092.0
2024-07-14,Labe,huile,GNF/L,20239.0
2024-07-21,Labe,huile,GNF/L,20030.0
2024-07-28,Labe,huile,GNF/L,20521.0
2024-08-04,Labe,huile,GNF/L,19998.0
2024-08-11,Labe,huile,GNF/L,19534.0
2024-08-18,Labe,huile,GNF/L,18911.0
2024-08-25,Labe,huile,GNF/L,18928.0
2024-09-01,Labe,huile,GNF/L,19137.0
2024-09-08,Labe,huile,GNF/L,19552.0
2024-09-15,Labe,huile,GNF/L,19517.0
2024-09-22,Labe,huile,GNF/L,19473.0
2024-09-29,Labe,huile,GNF/L,19378.0
2024-10-06,Labe,huile,GNF/L,19294.0
2024-10-13,Labe,huile,GNF/L,18889.0
2024-10-20,Labe,huile,GNF/L,19145.0
2024-10-27,Labe,huile,GNF/L,18733.0
2024-11-03,Labe,huile,GNF/L,19067.0
2024-11-10,Labe,huile,GNF/L,19483.0
2024-11-17,Labe,huile,GNF/L,18868.0
2024-11-24,Labe,huile,GNF/L,18926.0
2024-12-01,Labe,huile,GNF/L,18651.0
2024-12-08,Labe,huile,GNF/L,18848.0
2024-12-15,Labe,huile,GNF/L,19138.0
2024-12-22,Labe,huile,GNF/L,18980.0
2024-12-29,Labe,huile,GNF/L,19801.0
2019-01-06,Nzerekore,huile,GNF/L,10110.0
2019-01-13,Nzerekore,huile,GNF/L,10384.0
2019-01-20,Nzerekore,huile,GNF/L,10440.0
2019-01-27,Nzerekore,huile,GNF/L,10442.0
2019-02-03,Nzerekore,huile,GNF/L,10325.0
2019-02-10,Nzerekore,huile,GNF/L,10511.0
2019-02-17,Nzerekore,huile,GNF/L,10685.0
2019-02-24,Nzerekore,huile,GNF/L,10440.0
2019-03-03,Nzerekore,huile,GNF/L,10318.0
2019-03-10,Nzerekore,huile,GNF/L,10206.0
2019-03-17,Nzerekore,huile,GNF/L,10604.0
2019-03-24,Nzerekore,huile,GNF/L,11002.0
2019-03-31,Nzerekore,huile,GNF/L,10665.0
2019-04-07,Nzerekore,huile,GNF/L,11033.0
2019-04-14,Nzerekore,huile,GNF/L,10808.0
2019-04-21,Nzerekore,huile,GNF/L,10933.0
2019-04-28,Nzerekore,huile,GNF/L,10627.0
2019-05-05,Nzerekore,huile,GNF/L,10601.0
2019-05-12,Nzerekore,huile,GNF/L,10952.0
2019-05-19,Nzerekore,huile,GNF/L,10887.0
2019-05-26,Nzerekore,huile,GNF/L,10515.0
2019-06-02,Nzerekore,huile,GNF/L,10971.0
2019-06-09,Nzerekore,huile,GNF/L,10979.0
2019-06-16,Nzerekore,huile,GNF/L,11280.0
2019-06-23,Nzerekore,huile,GNF/L,11619.0
2019-06-30,Nzerekore,huile,GNF/L,11714.0
2019-07-07,Nzerekore,huile,GNF/L,11149.0
2019-07-14,Nzerekore,huile,GNF/L,11751.0
2019-07-21,Nzerekore,huile,GNF/L,11719.0
2019-07-28,Nzerekore,huile,GNF/L,11025.0
2019-08-04,Nzerekore,huile,GNF/L,11303.0
2019-08-11,Nzerekore,huile,GNF/L,11609.0
2019-08-18,Nzerekore,huile,GNF/L,11429.0
2019-08-25,Nzerekore,huile,GNF/L,11127.0
2019-09-01,Nzerekore,huile,GNF/L,11386.0
2019-09-08,Nzerekore,huile,GNF/L,10924.0
2019-09-15,Nzerekore,huile,GNF/L,11363.0
2019-09-22,Nzerekore,huile,GNF/L,11199.0
2019-09-29,Nzerekore,huile,GNF/L,11259.0
2019-10-06,Nzerekore,huile,GNF/L,10525.0
2019-10-13,Nzerekore,huile,GNF/L,10892.0
2019-10-20,Nzerekore,huile,GNF/L,11183.0
2019-10-27,Nzerekore,huile,GNF/L,11236.0
2019-11-03,Nzerekore,huile,GNF/L,10985.0
2019-11-10,Nzerekore,huile,GNF/L,10987.0
2019-11-17,Nzerekore,huile,GNF/L,11189.0
2019-11-24,Nzerekore,huile,GNF/L,10863.0
2019-12-01,Nzerekore,huile,GNF/L,
2019-12-08,Nzerekore,huile,GNF/L,11079.0
2019-12-15,Nzerekore,huile,GNF/L,10752.0
2019-12-22,Nzerekore,huile,GNF/L,10831.0
2019-12-29,Nzerekore,huile,GNF/L,10947.0
2020-01-05,Nzerekore,huile,GNF/L,11324.0
2020-01-12,Nzerekore,huile,GNF/L,11741.0
2020-01-19,Nzerekore,huile,GNF/L,
2020-01-26,Nzerekore,huile,GNF/L,11510.0
2020-02-02,Nzerekore,huile,GNF/L,11535.0
2020-02-09,Nzerekore,huile,GNF/L,11594.0
2020-02-16,Nzerekore,huile,GNF/L,11625.0
2020-02-23,Nzerekore,huile,GNF/L,11806.0
2020-03-01,Nzerekore,huile,GNF/L,12976.0
2020-03-08,Nzerekore,huile,GNF/L,12706.0
2020-03-15,Nzerekore,huile,GNF/L,12339.0
2020-03-22,Nzerekore,huile,GNF/L,12649.0
2020-03-29,Nzerekore,huile,GNF/L,12938.0
2020-04-05,Nzerekore,huile,GNF/L,12749.0
2020-04-12,Nzerekore,huile,GNF/L,12839.0
2020-04-19,Nzerekore,huile,GNF/L,12717.0
2020-04-26,Nzerekore,huile,GNF/L,12568.0
2020-05-03,Nzerekore,huile,GNF/L,12830.0
2020-05-10,Nzerekore,huile,GNF/L,12541.0
2020-05-17,Nzerekore,huile,GNF/L,12772.0
2020-05-24,Nzerekore,huile,GNF/L,13198.0
2020-05-31,Nzerekore,huile,GNF/L,13502.0
2020-06-07,Nzerekore,huile,GNF/L,13601.0
2020-06-14,Nzerekore,huile,GNF/L,13800.0
2020-06-21,Nzerekore,huile,GNF/L,13416.0
2020-06-28,Nzerekore,huile,GNF/L,13434.0
2020-07-05,Nzerekore,huile,GNF/L,13705.0
2020-07-12,Nzerekore,huile,GNF/L,13292.0
2020-07-19,Nzerekore,huile,GNF/L,13679.0
2020-07-26,Nzerekore,huile,GNF/L,13414.0
2020-08-02,Nzerekore,huile,GNF/L,13149.0
2020-08-09,Nzerekore,huile,GNF/L,13257.0
2020-08-16,Nzerekore,huile,GNF/L,13895.0
2020-08-23,Nzerekore,huile,GNF/L,13552.0
2020-08-30,Nzerekore,huile,GNF/L,13170.0
2020-09-06,Nzerekore,huile,GNF/L,13121.0
2020-09-13,Nzerekore,huile,GNF/L,13362.0
2020-09-20,Nzerekore,huile,GNF/L,12991.0
2020-09-27,Nzerekore,huile,GNF/L,12632.0
2020-10-04,Nzerekore,huile,GNF/L,12687.0
2020-10-11,Nzerekore,huile,GNF/L,12398.0
2020-10-18,Nzerekore,huile,GNF/L,12569.0
2020-10-25,Nzerekore,huile,GNF/L,12087.0
2020-11-01,Nzerekore,huile,GNF/L,12558.0
2020-11-08,Nzerekore,huile,GNF/L,12307.0
2020-11-15,Nzerekore,huile,GNF/L,12859.0
2020-11-22,Nzerekore,huile,GNF/L,12183.0
2020-11-29,Nzerekore,huile,GNF/L,12576.0
2020-12-06,Nzerekore,huile,GNF/L,12320.0
2020-12-13,Nzerekore,huile,GNF/L,12367.0
2020-12-20,Nzerekore,huile,GNF/L,12827.0
2020-12-27,Nzerekore,huile,GNF/L,
2021-01-03,Nzerekore,huile,GNF/L,12634.0
2021-01-10,Nzerekore,huile,GNF/L,13076.0
2021-01-17,Nzerekore,huile,GNF/L,13013.0
2021-01-24,Nzerekore,huile,GNF/L,
2021-01-31,Nzerekore,huile,GNF/L,12886.0
2021-02-07,Nzerekore,huile,GNF/L,12660.0
2021-02-14,Nzerekore,huile,GNF/L,12713.0
2021-02-21,Nzerekore,huile,GNF/L,13212.0
2021-02-28,Nzerekore,huile,GNF/L,12570.0
2021-03-07,Nzerekore,huile,GNF/L,13143.0
2021-03-14,Nzerekore,huile,GNF/L,13139.0
2021-03-21,Nzerekore,huile,GNF/L,13369.0
2021-03-28,Nzerekore,huile,GNF/L,13629.0
2021-04-04,Nzerekore,huile,GNF/L,13882.0
2021-04-11,Nzerekore,huile,GNF/L,13555.0
2021-04-18,Nzerekore,huile,GNF/L,14007.0
2021-04-25,Nzerekore,huile,GNF/L,13916.0
2021-05-02,Nzerekore,huile,GNF/L,13574.0
2021-05-09,Nzerekore,huile,GNF/L,13777.0
2021-05-16,Nzerekore,huile,GNF/L,14578.0
2021-05-23,Nzerekore,huile,GNF/L,14485.0
2021-05-30,Nzerekore,huile,GNF/L,14128.0
2021-06-06,Nzerekore,huile,GNF/L,14046.0
2021-06-13,Nzerekore,huile,GNF/L,14502.0
2021-06-20,Nzerekore,huile,GNF/L,14349.0
2021-06-27,Nzerekore,huile,GNF/L,
2021-07-04,Nzerekore,huile,GNF/L,
2021-07-11,Nzerekore,huile,GNF/L,14270.0
2021-07-18,Nzerekore,huile,GNF/L,14422.0
2021-07-25,Nzerekore,huile,GNF/L,14347.0
2021-08-01,Nzerekore,huile,GNF/L,13739.0
2021-08-08,Nzerekore,huile,GNF/L,14624.0
2021-08-15,Nzerekore,huile,GNF/L,14588.0
2021-08-22,Nzerekore,huile,GNF/L,14563.0
2021-08-29,Nzerekore,huile,GNF/L,14276.0
2021-09-05,Nzerekore,huile,GNF/L,14640.0
2021-09-12,Nzerekore,huile,GNF/L,14877.0
2021-09-19,Nzerekore,huile,GNF/L,14193.0
2021-09-26,Nzerekore,huile,GNF/L,14251.0
2021-10-03,Nzerekore,huile,GNF/L,14097.0
2021-10-10,Nzerekore,huile,GNF/L,14476.0
2021-10-17,Nzerekore,huile,GNF/L,13524.0
2021-10-24,Nzerekore,huile,GNF/L,13891.0
2021-10-31,Nzerekore,huile,GNF/L,13636.0
2021-11-07,Nzerekore,huile,GNF/L,13491.0
2021-11-14,Nzerekore,huile,GNF/L,13478.0
2021-11-21,Nzerekore,huile,GNF/L,14115.0
2021-11-28,Nzerekore,huile,GNF/L,13867.0
2021-12-05,Nzerekore,huile,GNF/L,13798.0
2021-12-12,Nzerekore,huile,GNF/L,13654.0
2021-12-19,Nzerekore,huile,GNF/L,14774.0
2021-12-26,Nzerekore,huile,GNF/L,
2022-01-02,Nzerekore,huile,GNF/L,14099.0
2022-01-09,Nzerekore,huile,GNF/L,13739.0
2022-01-16,Nzerekore,huile,GNF/L,14664.0
2022-01-23,Nzerekore,huile,GNF/L,14749.0
2022-01-30,Nzerekore,huile,GNF/L,15072.0
2022-02-06,Nzerekore,huile,GNF/L,14321.0
2022-02-13,Nzerekore,huile,GNF/L,14911.0
2022-02-20,Nzerekore,huile,GNF/L,14707.0
2022-02-27,Nzerekore,huile,GNF/L,15320.0
2022-03-06,Nzerekore,huile,GNF/L,14975.0
2022-03-13,Nzerekore,huile,GNF/L,16319.0
2022-03-20,Nzerekore,huile,GNF/L,16072.0
2022-03-27,Nzerekore,huile,GNF/L,15803.0
2022-04-03,Nzerekore,huile,GNF/L,16127.0
2022-04-10,Nzerekore,huile,GNF/L,16229.0
2022-04-17,Nzerekore,huile,GNF/L,16637.0
2022-04-24,Nzerekore,huile,GNF/L,16833.0
2022-05-01,Nzerekore,huile,GNF/L,16298.0
2022-05-08,Nzerekore,huile,GNF/L,17302.0
2022-05-15,Nzerekore,huile,GNF/L,17211.0
2022-05-22,Nzerekore,huile,GNF/L,17034.0
2022-05-29,Nzerekore,huile,GNF/L,17849.0
2022-06-05,Nzerekore,huile,GNF/L,17859.0
2022-06-12,Nzerekore,huile,GNF/L,17994.0
2022-06-19,Nzerekore,huile,GNF/L,17523.0
2022-06-26,Nzerekore,huile,GNF/L,17087.0
2022-07-03,Nzerekore,huile,GNF/L,17626.0
2022-07-10,Nzerekore,huile,GNF/L,17227.0
2022-07-17,Nzerekore,huile,GNF/L,17684.0
2022-07-24,Nzerekore,huile,GNF/L,17644.0
2022-07-31,Nzerekore,huile,GNF/L,17404.0
2022-08-07,Nzerekore,huile,GNF/L,18038.0
2022-08-14,Nzerekore,huile,GNF/L,17755.0
2022-08-21,Nzerekore,huile,GNF/L,17729.0
2022-08-28,Nzerekore,huile,GNF/L,18034.0
2022-09-04,Nzerekore,huile,GNF/L,17424.0
2022-09-11,Nzerekore,huile,GNF/L,17617.0
2022-09-18,Nzerekore,huile,GNF/L,17489.0
2022-09-25,Nzerekore,huile,GNF/L,17068.0
2022-10-02,Nzerekore,huile,GNF/L,16777.0
2022-10-09,Nzerekore,huile,GNF/L,16961.0
2022-10-16,Nzerekore,huile,GNF/L,16811.0
2022-10-23,Nzerekore,huile,GNF/L,16520.0
2022-10-30,Nzerekore,huile,GNF/L,16304.0
2022-11-06,Nzerekore,huile,GNF/L,17385.0
2022-11-13,Nzerekore,huile,GNF/L,17000.0
2022-11-20,Nzerekore,huile,GNF/L,16500.0
2022-11-27,Nzerekore,huile,GNF/L,16659.0
2022-12-04,Nzerekore,huile,GNF/L,16615.0
2022-12-11,Nzerekore,huile,GNF/L,17660.0
2022-12-18,Nzerekore,huile,GNF/L,16979.0
2022-12-25,Nzerekore,huile,GNF/L,17684.0
2023-01-01,Nzerekore,huile,GNF/L,17614.0
2023-01-08,Nzerekore,huile,GNF/L,18191.0
2023-01-15,Nzerekore,huile,GNF/L,17816.0
2023-01-22,Nzerekore,huile,GNF/L,17936.0
2023-01-29,Nzerekore,huile,GNF/L,17868.0
2023-02-05,Nzerekore,huile,GNF/L,16435.0
2023-02-12,Nzerekore,huile,GNF/L,16479.0
2023-02-19,Nzerekore,huile,GNF/L,16507.0
2023-02-26,Nzerekore,huile,GNF/L,17208.0
2023-03-05,Nzerekore,huile,GNF/L,16579.0
2023-03-12,Nzerekore,huile,GNF/L,16872.0
2023-03-19,Nzerekore,huile,GNF/L,17063.0
2023-03-26,Nzerekore,huile,GNF/L,17346.0
2023-04-02,Nzerekore,huile,GNF/L,
2023-04-09,Nzerekore,huile,GNF/L,16828.0
2023-04-16,Nzerekore,huile,GNF/L,17212.0
2023-04-23,Nzerekore,huile,GNF/L,16871.0
2023-04-30,Nzerekore,huile,GNF/L,17032.0
2023-05-07,Nzerekore,huile,GNF/L,16726.0
2023-05-14,Nzerekore,huile,GNF/L,16872.0
2023-05-21,Nzerekore,huile,GNF/L,17451.0
2023-05-28,Nzerekore,huile,GNF/L,17529.0
2023-06-04,Nzerekore,huile,GNF/L,18267.0
2023-06-11,Nzerekore,huile,GNF/L,18017.0
2023-06-18,Nzerekore,huile,GNF/L,17145.0
2023-06-25,Nzerekore,huile,GNF/L,17470.0
2023-07-02,Nzerekore,huile,GNF/L,18628.0
2023-07-09,Nzerekore,huile,GNF/L,17788.0
2023-07-16,Nzerekore,huile,GNF/L,18442.0
2023-07-23,Nzerekore,huile,GNF/L,17967.0
2023-07-30,Nzerekore,huile,GNF/L,18217.0
2023-08-06,Nzerekore,huile,GNF/L,17835.0
2023-08-13,Nzerekore,huile,GNF/L,18171.0
2023-08-20,Nzerekore,huile,GNF/L,18014.0
2023-08-27,Nzerekore,huile,GNF/L,17828.0
2023-09-03,Nzerekore,huile,GNF/L,17744.0
2023-09-10,Nzerekore,huile,GNF/L,18169.0
2023-09-17,Nzerekore,huile,GNF/L,17588.0
2023-09-24,Nzerekore,huile,GNF/L,17854.0
2023-10-01,Nzerekore,huile,GNF/L,18228.0
2023-10-08,Nzerekore,huile,GNF/L,17815.0
2023-10-15,Nzerekore,huile,GNF/L,17655.0
2023-10-22,Nzerekore,huile,GNF/L,17854.0
2023-10-29,Nzerekore,huile,GNF/L,16953.0
2023-11-05,Nzerekore,huile,GNF/L,18071.0
2023-11-12,Nzerekore,huile,GNF/L,19078.0
2023-11-19,Nzerekore,huile,GNF/L,18314.0
2023-11-26,Nzerekore,huile,GNF/L,18787.0
2023-12-03,Nzerekore,huile,GNF/L,18661.0
2023-12-10,Nzerekore,huile,GNF/L,18365.0
2023-12-17,Nzerekore,huile,GNF/L,18091.0
2023-12-24,Nzerekore,huile,GNF/L,18470.0
2023-12-31,Nzerekore,huile,GNF/L,18355.0
2024-01-07,Nzerekore,huile,GNF/L,18666.0
2024-01-14,Nzerekore,huile,GNF/L,18733.0
2024-01-21,Nzerekore,huile,GNF/L,19457.0
2024-01-28,Nzerekore,huile,GNF/L,19128.0
2024-02-04,Nzerekore,huile,GNF/L,19088.0
2024-02-11,Nzerekore,huile,GNF/L,20026.0
2024-02-18,Nzerekore,huile,GNF/L,19723.0
2024-02-25,Nzerekore,huile,GNF/L,19440.0
2024-03-03,Nzerekore,huile,GNF/L,19596.0
2024-03-10,Nzerekore,huile,GNF/L,19594.0
2024-03-17,Nzerekore,huile,GNF/L,19743.0
2024-03-24,Nzerekore,huile,GNF/L,19822.0
2024-03-31,Nzerekore,huile,GNF/L,19684.0
2024-04-07,Nzerekore,huile,GNF/L,19742.0
2024-04-14,Nzerekore,huile,GNF/L,20559.0
2024-04-21,Nzerekore,huile,GNF/L,20286.0
2024-04-28,Nzerekore,huile,GNF/L,20168.0
2024-05-05,Nzerekore,huile,GNF/L,19411.0
2024-05-12,Nzerekore,huile,GNF/L,19587.0
2024-05-19,Nzerekore,huile,GNF/L,19922.0
2024-05-26,Nzerekore,huile,GNF/L,19827.0
2024-06-02,Nzerekore,huile,GNF/L,20447.0
2024-06-09,Nzerekore,huile,GNF/L,19931.0
2024-06-16,Nzerekore,huile,GNF/L,20401.0
2024-06-23,Nzerekore,huile,GNF/L,19880.0
2024-06-30,Nzerekore,huile,GNF/L,20466.0
2024-07-07,Nzerekore,huile,GNF/L,
2024-07-14,Nzerekore,huile,GNF/L,20501.0
2024-07-21,Nzerekore,huile,GNF/L,
2024-07-28,Nzerekore,huile,GNF/L,21300.0
2024-08-04,Nzerekore,huile,GNF/L,21265.0
2024-08-11,Nzerekore,huile,GNF/L,19879.0
2024-08-18,Nzerekore,huile,GNF/L,19898.0
2024-08-25,Nzerekore,huile,GNF/L,19565.0
2024-09-01,Nzerekore,huile,GNF/L,19394.0
2024-09-08,Nzerekore,huile,GNF/L,20193.0
2024-09-15,Nzerekore,huile,GNF/L,19227.0
2024-09-22,Nzerekore,huile,GNF/L,
2024-09-29,Nzerekore,huile,GNF/L,19229.0
2024-10-06,Nzerekore,huile,GNF/L,19272.0
2024-10-13,Nzerekore,huile,GNF/L,19022.0
2024-10-20,Nzerekore,huile,GNF/L,19940.0
2024-10-27,Nzerekore,huile,GNF/L,20538.0
2024-11-03,Nzerekore,huile,GNF/L,19896.0
2024-11-10,Nzerekore,huile,GNF/L,19282.0
2024-11-17,Nzerekore,huile,GNF/L,19632.0
2024-11-24,Nzerekore,huile,GNF/L,18920.0
2024-12-01,Nzerekore,huile,GNF/L,19425.0
2024-12-08,Nzerekore,huile,GNF/L,19161.0
2024-12-15,Nzerekore,huile,GNF/L,19216.0
2024-12-22,Nzerekore,huile,GNF/L,19439.0
2024-12-29,Nzerekore,huile,GNF/L,20458.0
2019-01-06,Conakry (Madina),riz,GNF/kg,4494.0
2019-01-13,Conakry (Madina),riz,GNF/kg,4435.0
2019-01-20,Conakry (Madina),riz,GNF/kg,4436.0
2019-01-27,Conakry (Madina),riz,GNF/kg,4437.0
2019-02-03,Conakry (Madina),riz,GNF/kg,4548.0
2019-02-10,Conakry (Madina),riz,GNF/kg,4391.0
2019-02-17,Conakry (Madina),riz,GNF/kg,4523.0
2019-02-24,Conakry (Madina),riz,GNF/kg,4433.0
2019-03-03,Conakry (Madina),riz,GNF/kg,4637.0
2019-03-10,Conakry (Madina),riz,GNF/kg,4612.0
2019-03-17,Conakry (Madina),riz,GNF/kg,4724.0
2019-03-24,Conakry (Madina),riz,GNF/kg,4797.0
2019-03-31,Conakry (Madina),riz,GNF/kg,4955.0
2019-04-07,Conakry (Madina),riz,GNF/kg,4877.0
2019-04-14,Conakry (Madina),riz,GNF/kg,4760.0
2019-04-21,Conakry (Madina),riz,GNF/kg,4900.0
2019-04-28,Conakry (Madina),riz,GNF/kg,4749.0
2019-05-05,Conakry (Madina),riz,GNF/kg,4841.0
2019-05-12,Conakry (Madina),riz,GNF/kg,4961.0
2019-05-19,Conakry (Madina),riz,GNF/kg,4963.0
2019-05-26,Conakry (Madina),riz,GNF/kg,4844.0
2019-06-02,Conakry (Madina),riz,GNF/kg,4897.0
2019-06-09,Conakry (Madina),riz,GNF/kg,4947.0
2019-06-16,Conakry (Madina),riz,GNF/kg,4921.0
2019-06-23,Conakry (Madina),riz,GNF/kg,4933.0
2019-06-30,Conakry (Madina),riz,GNF/kg,4974.0
2019-07-07,Conakry (Madina),riz,GNF/kg,5017.0
2019-07-14,Conakry (Madina),riz,GNF/kg,4996.0
2019-07-21,Conakry (Madina),riz,GNF/kg,4748.0
2019-07-28,Conakry (Madina),riz,GNF/kg,4961.0
2019-08-04,Conakry (Madina),riz,GNF/kg,4929.0
2019-08-11,Conakry (Madina),riz,GNF/kg,5039.0
2019-08-18,Conakry (Madina),riz,GNF/kg,5036.0
2019-08-25,Conakry (Madina),riz,GNF/kg,4644.0
2019-09-01,Conakry (Madina),riz,GNF/kg,4697.0
2019-09-08,Conakry (Madina),riz,GNF/kg,4829.0
2019-09-15,Conakry (Madina),riz,GNF/kg,4684.0
2019-09-22,Conakry (Madina),riz,GNF/kg,4894.0
2019-09-29,Conakry (Madina),riz,GNF/kg,4721.0
2019-10-06,Conakry (Madina),riz,GNF/kg,4616.0
2019-10-13,Conakry (Madina),riz,GNF/kg,4546.0
2019-10-20,Conakry (Madina),riz,GNF/kg,4702.0
2019-10-27,Conakry (Madina),riz,GNF/kg,4735.0
2019-11-03,Conakry (Madina),riz,GNF/kg,4600.0
2019-11-10,Conakry (Madina),riz,GNF/kg,4619.0
2019-11-17,Conakry (Madina),riz,GNF/kg,4631.0
2019-11-24,Conakry (Madina),riz,GNF/kg,4550.0
2019-12-01,Conakry (Madina),riz,GNF/kg,4669.0
2019-12-08,Conakry (Madina),riz,GNF/kg,4674.0
2019-12-15,Conakry (Madina),riz,GNF/kg,4761.0
2019-12-22,Conakry (Madina),riz,GNF/kg,4816.0
2019-12-29,Conakry (Madina),riz,GNF/kg,4661.0
2020-01-05,Conakry (Madina),riz,GNF/kg,4792.0
2020-01-12,Conakry (Madina),riz,GNF/kg,4856.0
2020-01-19,Conakry (Madina),riz,GNF/kg,4694.0
2020-01-26,Conakry (Madina),riz,GNF/kg,4714.0
2020-02-02,Conakry (Madina),riz,GNF/kg,4828.0
2020-02-09,Conakry (Madina),riz,GNF/kg,4936.0
2020-02-16,Conakry (Madina),riz,GNF/kg,5013.0
2020-02-23,Conakry (Madina),riz,GNF/kg,5098.0
2020-03-01,Conakry (Madina),riz,GNF/kg,5508.0
2020-03-08,Conakry (Madina),riz,GNF/kg,5426.0
2020-03-15,Conakry (Madina),riz,GNF/kg,5447.0
2020-03-22,Conakry (Madina),riz,GNF/kg,5677.0
2020-03-29,Conakry (Madina),riz,GNF/kg,5529.0
2020-04-05,Conakry (Madina),riz,GNF/kg,5434.0
2020-04-12,Conakry (Madina),riz,GNF/kg,5814.0
2020-04-19,Conakry (Madina),riz,GNF/kg,5599.0
2020-04-26,Conakry (Madina),riz,GNF/kg,5633.0
